#log n	log T	log cool/n2	log heat/n2
  0.40	 3.50	    -24.318	    -24.761
  0.40	 3.60	    -24.234	    -24.768
  0.40	 3.70	    -24.131	    -24.775
  0.40	 3.80	    -24.000	    -24.783
  0.40	 3.90	    -23.815	    -24.791
  0.40	 4.00	    -23.475	    -24.800
  0.40	 4.10	    -22.818	    -24.818
  0.40	 4.20	    -22.004	    -25.000
  0.40	 4.30	    -21.815	    -25.596
  0.40	 4.40	    -21.936	    -26.010
  0.40	 4.50	    -21.956	    -26.470
  0.40	 4.60	    -21.884	    -26.940
  0.40	 4.70	    -21.733	    -27.121
  0.40	 4.80	    -21.527	    -27.164
  0.40	 4.90	    -21.341	    -27.194
  0.40	 5.00	    -21.276	    -26.797
  0.50	 1.00	    -28.159	    -24.789
  0.50	 1.10	    -27.938	    -24.790
  0.50	 1.20	    -27.688	    -24.791
  0.50	 1.30	    -27.409	    -24.792
  0.50	 1.40	    -27.122	    -24.793
  0.50	 1.50	    -26.854	    -24.794
  0.50	 1.60	    -26.613	    -24.795
  0.50	 1.70	    -26.399	    -24.796
  0.50	 1.80	    -26.202	    -24.798
  0.50	 1.90	    -26.010	    -24.800
  0.50	 2.00	    -25.815	    -24.801
  0.50	 2.10	    -25.620	    -24.803
  0.50	 2.20	    -25.436	    -24.805
  0.50	 2.30	    -25.270	    -24.807
  0.50	 2.40	    -25.125	    -24.810
  0.50	 2.50	    -25.003	    -24.812
  0.50	 2.60	    -24.901	    -24.815
  0.50	 2.70	    -24.816	    -24.818
  0.50	 2.80	    -24.745	    -24.821
  0.50	 2.90	    -24.683	    -24.825
  0.50	 3.00	    -24.629	    -24.828
  0.50	 3.10	    -24.581	    -24.832
  0.50	 3.20	    -24.535	    -24.837
  0.50	 3.30	    -24.488	    -24.841
  0.50	 3.40	    -24.433	    -24.846
  0.50	 3.50	    -24.365	    -24.852
  0.50	 3.60	    -24.281	    -24.858
  0.50	 3.70	    -24.177	    -24.864
  0.50	 3.80	    -24.045	    -24.871
  0.50	 3.90	    -23.858	    -24.878
  0.50	 4.00	    -23.515	    -24.886
  0.50	 4.10	    -22.846	    -24.903
  0.50	 4.20	    -22.004	    -25.091
  0.50	 4.30	    -21.815	    -25.694
  0.50	 4.40	    -21.936	    -26.108
  0.50	 4.50	    -21.956	    -26.567
  0.50	 4.60	    -21.884	    -27.028
  0.50	 4.70	    -21.733	    -27.200
  0.50	 4.80	    -21.527	    -27.230
  0.50	 4.90	    -21.341	    -27.232
  0.50	 5.00	    -21.276	    -26.803
  0.60	 1.00	    -28.196	    -24.887
  0.60	 1.10	    -27.972	    -24.888
  0.60	 1.20	    -27.727	    -24.889
  0.60	 1.30	    -27.456	    -24.890
  0.60	 1.40	    -27.180	    -24.891
  0.60	 1.50	    -26.919	    -24.892
  0.60	 1.60	    -26.684	    -24.893
  0.60	 1.70	    -26.473	    -24.894
  0.60	 1.80	    -26.277	    -24.896
  0.60	 1.90	    -26.084	    -24.897
  0.60	 2.00	    -25.887	    -24.899
  0.60	 2.10	    -25.689	    -24.900
  0.60	 2.20	    -25.501	    -24.902
  0.60	 2.30	    -25.332	    -24.904
  0.60	 2.40	    -25.185	    -24.906
  0.60	 2.50	    -25.061	    -24.908
  0.60	 2.60	    -24.957	    -24.911
  0.60	 2.70	    -24.871	    -24.913
  0.60	 2.80	    -24.798	    -24.916
  0.60	 2.90	    -24.736	    -24.919
  0.60	 3.00	    -24.681	    -24.923
  0.60	 3.10	    -24.631	    -24.926
  0.60	 3.20	    -24.585	    -24.930
  0.60	 3.30	    -24.537	    -24.934
  0.60	 3.40	    -24.482	    -24.939
  0.60	 3.50	    -24.413	    -24.943
  0.60	 3.60	    -24.328	    -24.949
  0.60	 3.70	    -24.223	    -24.954
  0.60	 3.80	    -24.090	    -24.960
  0.60	 3.90	    -23.902	    -24.967
  0.60	 4.00	    -23.555	    -24.973
  0.60	 4.10	    -22.875	    -24.990
  0.60	 4.20	    -22.005	    -25.183
  0.60	 4.30	    -21.814	    -25.793
  0.60	 4.40	    -21.936	    -26.206
  0.60	 4.50	    -21.956	    -26.664
  0.60	 4.60	    -21.884	    -27.113
  0.60	 4.70	    -21.733	    -27.275
  0.60	 4.80	    -21.527	    -27.291
  0.60	 4.90	    -21.341	    -27.265
  0.60	 5.00	    -21.276	    -26.808
  0.70	 1.00	    -28.227	    -24.986
  0.70	 1.10	    -28.001	    -24.987
  0.70	 1.20	    -27.760	    -24.988
  0.70	 1.30	    -27.500	    -24.988
  0.70	 1.40	    -27.233	    -24.989
  0.70	 1.50	    -26.981	    -24.990
  0.70	 1.60	    -26.752	    -24.991
  0.70	 1.70	    -26.544	    -24.992
  0.70	 1.80	    -26.350	    -24.993
  0.70	 1.90	    -26.157	    -24.995
  0.70	 2.00	    -25.958	    -24.996
  0.70	 2.10	    -25.756	    -24.998
  0.70	 2.20	    -25.566	    -24.999
  0.70	 2.30	    -25.393	    -25.001
  0.70	 2.40	    -25.244	    -25.003
  0.70	 2.50	    -25.118	    -25.005
  0.70	 2.60	    -25.013	    -25.007
  0.70	 2.70	    -24.925	    -25.009
  0.70	 2.80	    -24.851	    -25.012
  0.70	 2.90	    -24.788	    -25.015
  0.70	 3.00	    -24.732	    -25.018
  0.70	 3.10	    -24.682	    -25.021
  0.70	 3.20	    -24.635	    -25.024
  0.70	 3.30	    -24.586	    -25.028
  0.70	 3.40	    -24.530	    -25.032
  0.70	 3.50	    -24.461	    -25.036
  0.70	 3.60	    -24.375	    -25.041
  0.70	 3.70	    -24.269	    -25.046
  0.70	 3.80	    -24.136	    -25.051
  0.70	 3.90	    -23.947	    -25.056
  0.70	 4.00	    -23.596	    -25.062
  0.70	 4.10	    -22.905	    -25.078
  0.70	 4.20	    -22.005	    -25.276
  0.70	 4.30	    -21.814	    -25.891
  0.70	 4.40	    -21.936	    -26.304
  0.70	 4.50	    -21.956	    -26.760
  0.70	 4.60	    -21.884	    -27.196
  0.70	 4.70	    -21.733	    -27.345
  0.70	 4.80	    -21.527	    -27.346
  0.70	 4.90	    -21.341	    -27.293
  0.70	 5.00	    -21.276	    -26.811
  0.80	 1.00	    -28.254	    -25.085
  0.80	 1.10	    -28.026	    -25.086
  0.80	 1.20	    -27.789	    -25.086
  0.80	 1.30	    -27.538	    -25.087
  0.80	 1.40	    -27.282	    -25.088
  0.80	 1.50	    -27.040	    -25.089
  0.80	 1.60	    -26.817	    -25.090
  0.80	 1.70	    -26.614	    -25.090
  0.80	 1.80	    -26.422	    -25.092
  0.80	 1.90	    -26.229	    -25.093
  0.80	 2.00	    -26.028	    -25.094
  0.80	 2.10	    -25.824	    -25.095
  0.80	 2.20	    -25.630	    -25.097
  0.80	 2.30	    -25.455	    -25.098
  0.80	 2.40	    -25.303	    -25.100
  0.80	 2.50	    -25.175	    -25.102
  0.80	 2.60	    -25.068	    -25.104
  0.80	 2.70	    -24.979	    -25.106
  0.80	 2.80	    -24.904	    -25.108
  0.80	 2.90	    -24.840	    -25.110
  0.80	 3.00	    -24.783	    -25.113
  0.80	 3.10	    -24.733	    -25.116
  0.80	 3.20	    -24.685	    -25.119
  0.80	 3.30	    -24.636	    -25.122
  0.80	 3.40	    -24.579	    -25.126
  0.80	 3.50	    -24.509	    -25.129
  0.80	 3.60	    -24.422	    -25.133
  0.80	 3.70	    -24.315	    -25.138
  0.80	 3.80	    -24.181	    -25.142
  0.80	 3.90	    -23.991	    -25.147
  0.80	 4.00	    -23.638	    -25.152
  0.80	 4.10	    -22.936	    -25.167
  0.80	 4.20	    -22.006	    -25.370
  0.80	 4.30	    -21.814	    -25.990
  0.80	 4.40	    -21.936	    -26.402
  0.80	 4.50	    -21.956	    -26.856
  0.80	 4.60	    -21.884	    -27.274
  0.80	 4.70	    -21.733	    -27.411
  0.80	 4.80	    -21.527	    -27.396
  0.80	 4.90	    -21.341	    -27.316
  0.80	 5.00	    -21.276	    -26.814
  0.90	 1.00	    -28.277	    -25.184
  0.90	 1.10	    -28.047	    -25.185
  0.90	 1.20	    -27.814	    -25.185
  0.90	 1.30	    -27.572	    -25.186
  0.90	 1.40	    -27.327	    -25.187
  0.90	 1.50	    -27.094	    -25.187
  0.90	 1.60	    -26.878	    -25.188
  0.90	 1.70	    -26.681	    -25.189
  0.90	 1.80	    -26.492	    -25.190
  0.90	 1.90	    -26.299	    -25.191
  0.90	 2.00	    -26.097	    -25.192
  0.90	 2.10	    -25.890	    -25.193
  0.90	 2.20	    -25.693	    -25.194
  0.90	 2.30	    -25.516	    -25.196
  0.90	 2.40	    -25.362	    -25.197
  0.90	 2.50	    -25.232	    -25.199
  0.90	 2.60	    -25.124	    -25.201
  0.90	 2.70	    -25.033	    -25.203
  0.90	 2.80	    -24.958	    -25.205
  0.90	 2.90	    -24.892	    -25.207
  0.90	 3.00	    -24.835	    -25.209
  0.90	 3.10	    -24.783	    -25.211
  0.90	 3.20	    -24.735	    -25.214
  0.90	 3.30	    -24.685	    -25.217
  0.90	 3.40	    -24.628	    -25.220
  0.90	 3.50	    -24.557	    -25.223
  0.90	 3.60	    -24.469	    -25.227
  0.90	 3.70	    -24.362	    -25.231
  0.90	 3.80	    -24.227	    -25.235
  0.90	 3.90	    -24.036	    -25.239
  0.90	 4.00	    -23.680	    -25.243
  0.90	 4.10	    -22.968	    -25.257
  0.90	 4.20	    -22.006	    -25.464
  0.90	 4.30	    -21.813	    -26.089
  0.90	 4.40	    -21.936	    -26.501
  0.90	 4.50	    -21.956	    -26.950
  0.90	 4.60	    -21.884	    -27.349
  0.90	 4.70	    -21.732	    -27.470
  0.90	 4.80	    -21.527	    -27.440
  0.90	 4.90	    -21.341	    -27.336
  0.90	 5.00	    -21.276	    -26.816
  1.00	 1.00	    -28.296	    -25.283
  1.00	 1.10	    -28.064	    -25.284
  1.00	 1.20	    -27.836	    -25.284
  1.00	 1.30	    -27.602	    -25.285
  1.00	 1.40	    -27.367	    -25.285
  1.00	 1.50	    -27.144	    -25.286
  1.00	 1.60	    -26.936	    -25.287
  1.00	 1.70	    -26.744	    -25.287
  1.00	 1.80	    -26.559	    -25.288
  1.00	 1.90	    -26.368	    -25.289
  1.00	 2.00	    -26.164	    -25.290
  1.00	 2.10	    -25.956	    -25.291
  1.00	 2.20	    -25.756	    -25.292
  1.00	 2.30	    -25.576	    -25.294
  1.00	 2.40	    -25.420	    -25.295
  1.00	 2.50	    -25.289	    -25.296
  1.00	 2.60	    -25.179	    -25.298
  1.00	 2.70	    -25.087	    -25.300
  1.00	 2.80	    -25.011	    -25.301
  1.00	 2.90	    -24.945	    -25.303
  1.00	 3.00	    -24.886	    -25.305
  1.00	 3.10	    -24.834	    -25.308
  1.00	 3.20	    -24.785	    -25.310
  1.00	 3.30	    -24.734	    -25.312
  1.00	 3.40	    -24.676	    -25.315
  1.00	 3.50	    -24.605	    -25.318
  1.00	 3.60	    -24.517	    -25.321
  1.00	 3.70	    -24.409	    -25.324
  1.00	 3.80	    -24.273	    -25.328
  1.00	 3.90	    -24.081	    -25.331
  1.00	 4.00	    -23.723	    -25.334
  1.00	 4.10	    -23.000	    -25.348
  1.00	 4.20	    -22.006	    -25.559
  1.00	 4.30	    -21.813	    -26.189
  1.00	 4.40	    -21.936	    -26.600
  1.00	 4.50	    -21.955	    -27.044
  1.00	 4.60	    -21.884	    -27.419
  1.00	 4.70	    -21.732	    -27.525
  1.00	 4.80	    -21.527	    -27.479
  1.00	 4.90	    -21.341	    -27.353
  1.00	 5.00	    -21.276	    -26.818
  1.10	 1.00	    -28.312	    -25.382
  1.10	 1.10	    -28.080	    -25.383
  1.10	 1.20	    -27.854	    -25.383
  1.10	 1.30	    -27.628	    -25.384
  1.10	 1.40	    -27.403	    -25.384
  1.10	 1.50	    -27.190	    -25.385
  1.10	 1.60	    -26.990	    -25.386
  1.10	 1.70	    -26.805	    -25.386
  1.10	 1.80	    -26.624	    -25.387
  1.10	 1.90	    -26.434	    -25.388
  1.10	 2.00	    -26.231	    -25.389
  1.10	 2.10	    -26.020	    -25.390
  1.10	 2.20	    -25.819	    -25.391
  1.10	 2.30	    -25.636	    -25.392
  1.10	 2.40	    -25.478	    -25.393
  1.10	 2.50	    -25.345	    -25.394
  1.10	 2.60	    -25.234	    -25.396
  1.10	 2.70	    -25.141	    -25.397
  1.10	 2.80	    -25.063	    -25.399
  1.10	 2.90	    -24.996	    -25.400
  1.10	 3.00	    -24.937	    -25.402
  1.10	 3.10	    -24.884	    -25.404
  1.10	 3.20	    -24.834	    -25.406
  1.10	 3.30	    -24.783	    -25.408
  1.10	 3.40	    -24.724	    -25.411
  1.10	 3.50	    -24.653	    -25.413
  1.10	 3.60	    -24.564	    -25.416
  1.10	 3.70	    -24.455	    -25.419
  1.10	 3.80	    -24.319	    -25.422
  1.10	 3.90	    -24.126	    -25.425
  1.10	 4.00	    -23.766	    -25.427
  1.10	 4.10	    -23.033	    -25.440
  1.10	 4.20	    -22.007	    -25.653
  1.10	 4.30	    -21.813	    -26.288
  1.10	 4.40	    -21.936	    -26.699
  1.10	 4.50	    -21.955	    -27.136
  1.10	 4.60	    -21.883	    -27.484
  1.10	 4.70	    -21.732	    -27.573
  1.10	 4.80	    -21.527	    -27.512
  1.10	 4.90	    -21.341	    -27.366
  1.10	 5.00	    -21.276	    -26.820
  1.20	 1.00	    -28.326	    -25.482
  1.20	 1.10	    -28.093	    -25.482
  1.20	 1.20	    -27.871	    -25.482
  1.20	 1.30	    -27.652	    -25.483
  1.20	 1.40	    -27.436	    -25.483
  1.20	 1.50	    -27.232	    -25.484
  1.20	 1.60	    -27.041	    -25.484
  1.20	 1.70	    -26.862	    -25.485
  1.20	 1.80	    -26.686	    -25.486
  1.20	 1.90	    -26.499	    -25.486
  1.20	 2.00	    -26.295	    -25.487
  1.20	 2.10	    -26.084	    -25.488
  1.20	 2.20	    -25.880	    -25.489
  1.20	 2.30	    -25.696	    -25.490
  1.20	 2.40	    -25.536	    -25.491
  1.20	 2.50	    -25.401	    -25.492
  1.20	 2.60	    -25.288	    -25.493
  1.20	 2.70	    -25.195	    -25.495
  1.20	 2.80	    -25.116	    -25.496
  1.20	 2.90	    -25.048	    -25.498
  1.20	 3.00	    -24.988	    -25.499
  1.20	 3.10	    -24.935	    -25.501
  1.20	 3.20	    -24.884	    -25.503
  1.20	 3.30	    -24.832	    -25.505
  1.20	 3.40	    -24.772	    -25.507
  1.20	 3.50	    -24.700	    -25.509
  1.20	 3.60	    -24.611	    -25.511
  1.20	 3.70	    -24.502	    -25.514
  1.20	 3.80	    -24.365	    -25.516
  1.20	 3.90	    -24.171	    -25.518
  1.20	 4.00	    -23.810	    -25.520
  1.20	 4.10	    -23.065	    -25.532
  1.20	 4.20	    -22.007	    -25.748
  1.20	 4.30	    -21.813	    -26.387
  1.20	 4.40	    -21.936	    -26.797
  1.20	 4.50	    -21.955	    -27.226
  1.20	 4.60	    -21.883	    -27.544
  1.20	 4.70	    -21.732	    -27.616
  1.20	 4.80	    -21.527	    -27.540
  1.20	 4.90	    -21.341	    -27.377
  1.20	 5.00	    -21.276	    -26.821
  1.30	 1.00	    -28.339	    -25.581
  1.30	 1.10	    -28.105	    -25.581
  1.30	 1.20	    -27.886	    -25.582
  1.30	 1.30	    -27.673	    -25.582
  1.30	 1.40	    -27.466	    -25.583
  1.30	 1.50	    -27.270	    -25.583
  1.30	 1.60	    -27.087	    -25.584
  1.30	 1.70	    -26.916	    -25.584
  1.30	 1.80	    -26.745	    -25.585
  1.30	 1.90	    -26.561	    -25.585
  1.30	 2.00	    -26.358	    -25.586
  1.30	 2.10	    -26.146	    -25.587
  1.30	 2.20	    -25.941	    -25.588
  1.30	 2.30	    -25.754	    -25.588
  1.30	 2.40	    -25.593	    -25.589
  1.30	 2.50	    -25.457	    -25.590
  1.30	 2.60	    -25.343	    -25.592
  1.30	 2.70	    -25.248	    -25.593
  1.30	 2.80	    -25.168	    -25.594
  1.30	 2.90	    -25.099	    -25.595
  1.30	 3.00	    -25.039	    -25.597
  1.30	 3.10	    -24.984	    -25.598
  1.30	 3.20	    -24.933	    -25.600
  1.30	 3.30	    -24.880	    -25.601
  1.30	 3.40	    -24.820	    -25.603
  1.30	 3.50	    -24.748	    -25.605
  1.30	 3.60	    -24.658	    -25.607
  1.30	 3.70	    -24.548	    -25.609
  1.30	 3.80	    -24.411	    -25.611
  1.30	 3.90	    -24.217	    -25.613
  1.30	 4.00	    -23.854	    -25.614
  1.30	 4.10	    -23.097	    -25.626
  1.30	 4.20	    -22.008	    -25.843
  1.30	 4.30	    -21.813	    -26.487
  1.30	 4.40	    -21.935	    -26.896
  1.30	 4.50	    -21.955	    -27.314
  1.30	 4.60	    -21.883	    -27.598
  1.30	 4.70	    -21.732	    -27.654
  1.30	 4.80	    -21.527	    -27.565
  1.30	 4.90	    -21.341	    -27.387
  1.30	 5.00	    -21.276	    -26.821
  1.40	 1.00	    -28.351	    -25.681
  1.40	 1.10	    -28.117	    -25.681
  1.40	 1.20	    -27.900	    -25.681
  1.40	 1.30	    -27.692	    -25.681
  1.40	 1.40	    -27.493	    -25.682
  1.40	 1.50	    -27.306	    -25.682
  1.40	 1.60	    -27.131	    -25.683
  1.40	 1.70	    -26.966	    -25.683
  1.40	 1.80	    -26.801	    -25.684
  1.40	 1.90	    -26.621	    -25.684
  1.40	 2.00	    -26.420	    -25.685
  1.40	 2.10	    -26.207	    -25.686
  1.40	 2.20	    -26.001	    -25.686
  1.40	 2.30	    -25.813	    -25.687
  1.40	 2.40	    -25.649	    -25.688
  1.40	 2.50	    -25.512	    -25.689
  1.40	 2.60	    -25.397	    -25.690
  1.40	 2.70	    -25.301	    -25.691
  1.40	 2.80	    -25.220	    -25.692
  1.40	 2.90	    -25.150	    -25.693
  1.40	 3.00	    -25.089	    -25.694
  1.40	 3.10	    -25.034	    -25.696
  1.40	 3.20	    -24.981	    -25.697
  1.40	 3.30	    -24.928	    -25.699
  1.40	 3.40	    -24.867	    -25.700
  1.40	 3.50	    -24.795	    -25.702
  1.40	 3.60	    -24.705	    -25.703
  1.40	 3.70	    -24.595	    -25.705
  1.40	 3.80	    -24.457	    -25.707
  1.40	 3.90	    -24.262	    -25.708
  1.40	 4.00	    -23.899	    -25.708
  1.40	 4.10	    -23.129	    -25.720
  1.40	 4.20	    -22.008	    -25.936
  1.40	 4.30	    -21.813	    -26.587
  1.40	 4.40	    -21.935	    -26.994
  1.40	 4.50	    -21.955	    -27.399
  1.40	 4.60	    -21.883	    -27.647
  1.40	 4.70	    -21.732	    -27.686
  1.40	 4.80	    -21.527	    -27.585
  1.40	 4.90	    -21.341	    -27.394
  1.40	 5.00	    -21.276	    -26.822
  1.50	 1.00	    -28.363	    -25.780
  1.50	 1.10	    -28.129	    -25.780
  1.50	 1.20	    -27.914	    -25.781
  1.50	 1.30	    -27.711	    -25.781
  1.50	 1.40	    -27.518	    -25.781
  1.50	 1.50	    -27.339	    -25.782
  1.50	 1.60	    -27.172	    -25.782
  1.50	 1.70	    -27.014	    -25.782
  1.50	 1.80	    -26.855	    -25.783
  1.50	 1.90	    -26.679	    -25.783
  1.50	 2.00	    -26.480	    -25.784
  1.50	 2.10	    -26.267	    -25.784
  1.50	 2.20	    -26.060	    -25.785
  1.50	 2.30	    -25.870	    -25.786
  1.50	 2.40	    -25.706	    -25.787
  1.50	 2.50	    -25.567	    -25.787
  1.50	 2.60	    -25.450	    -25.788
  1.50	 2.70	    -25.353	    -25.789
  1.50	 2.80	    -25.271	    -25.790
  1.50	 2.90	    -25.201	    -25.791
  1.50	 3.00	    -25.139	    -25.792
  1.50	 3.10	    -25.082	    -25.794
  1.50	 3.20	    -25.029	    -25.795
  1.50	 3.30	    -24.975	    -25.796
  1.50	 3.40	    -24.914	    -25.797
  1.50	 3.50	    -24.841	    -25.798
  1.50	 3.60	    -24.752	    -25.800
  1.50	 3.70	    -24.641	    -25.801
  1.50	 3.80	    -24.502	    -25.803
  1.50	 3.90	    -24.308	    -25.803
  1.50	 4.00	    -23.943	    -25.803
  1.50	 4.10	    -23.160	    -25.814
  1.50	 4.20	    -22.008	    -26.029
  1.50	 4.30	    -21.813	    -26.686
  1.50	 4.40	    -21.935	    -27.093
  1.50	 4.50	    -21.955	    -27.481
  1.50	 4.60	    -21.883	    -27.690
  1.50	 4.70	    -21.732	    -27.714
  1.50	 4.80	    -21.527	    -27.602
  1.50	 4.90	    -21.341	    -27.400
  1.50	 5.00	    -21.276	    -26.822
  1.60	 1.00	    -28.375	    -25.880
  1.60	 1.10	    -28.141	    -25.880
  1.60	 1.20	    -27.928	    -25.880
  1.60	 1.30	    -27.730	    -25.880
  1.60	 1.40	    -27.543	    -25.881
  1.60	 1.50	    -27.371	    -25.881
  1.60	 1.60	    -27.211	    -25.881
  1.60	 1.70	    -27.060	    -25.882
  1.60	 1.80	    -26.906	    -25.882
  1.60	 1.90	    -26.735	    -25.883
  1.60	 2.00	    -26.538	    -25.883
  1.60	 2.10	    -26.326	    -25.884
  1.60	 2.20	    -26.118	    -25.884
  1.60	 2.30	    -25.927	    -25.885
  1.60	 2.40	    -25.761	    -25.885
  1.60	 2.50	    -25.621	    -25.886
  1.60	 2.60	    -25.503	    -25.887
  1.60	 2.70	    -25.405	    -25.888
  1.60	 2.80	    -25.322	    -25.889
  1.60	 2.90	    -25.251	    -25.890
  1.60	 3.00	    -25.188	    -25.891
  1.60	 3.10	    -25.131	    -25.891
  1.60	 3.20	    -25.077	    -25.893
  1.60	 3.30	    -25.022	    -25.894
  1.60	 3.40	    -24.961	    -25.895
  1.60	 3.50	    -24.887	    -25.896
  1.60	 3.60	    -24.798	    -25.897
  1.60	 3.70	    -24.687	    -25.898
  1.60	 3.80	    -24.548	    -25.899
  1.60	 3.90	    -24.353	    -25.899
  1.60	 4.00	    -23.988	    -25.899
  1.60	 4.10	    -23.190	    -25.909
  1.60	 4.20	    -22.008	    -26.121
  1.60	 4.30	    -21.813	    -26.786
  1.60	 4.40	    -21.935	    -27.191
  1.60	 4.50	    -21.955	    -27.559
  1.60	 4.60	    -21.883	    -27.727
  1.60	 4.70	    -21.732	    -27.737
  1.60	 4.80	    -21.527	    -27.616
  1.60	 4.90	    -21.341	    -27.405
  1.60	 5.00	    -21.276	    -26.822
  1.70	 1.00	    -28.388	    -25.979
  1.70	 1.10	    -28.155	    -25.979
  1.70	 1.20	    -27.944	    -25.980
  1.70	 1.30	    -27.749	    -25.980
  1.70	 1.40	    -27.568	    -25.980
  1.70	 1.50	    -27.402	    -25.980
  1.70	 1.60	    -27.248	    -25.981
  1.70	 1.70	    -27.104	    -25.981
  1.70	 1.80	    -26.956	    -25.981
  1.70	 1.90	    -26.789	    -25.982
  1.70	 2.00	    -26.595	    -25.982
  1.70	 2.10	    -26.384	    -25.983
  1.70	 2.20	    -26.176	    -25.983
  1.70	 2.30	    -25.984	    -25.984
  1.70	 2.40	    -25.817	    -25.984
  1.70	 2.50	    -25.675	    -25.985
  1.70	 2.60	    -25.556	    -25.986
  1.70	 2.70	    -25.457	    -25.986
  1.70	 2.80	    -25.373	    -25.987
  1.70	 2.90	    -25.301	    -25.988
  1.70	 3.00	    -25.236	    -25.989
  1.70	 3.10	    -25.178	    -25.990
  1.70	 3.20	    -25.123	    -25.991
  1.70	 3.30	    -25.068	    -25.991
  1.70	 3.40	    -25.006	    -25.992
  1.70	 3.50	    -24.933	    -25.993
  1.70	 3.60	    -24.843	    -25.994
  1.70	 3.70	    -24.732	    -25.995
  1.70	 3.80	    -24.593	    -25.996
  1.70	 3.90	    -24.398	    -25.995
  1.70	 4.00	    -24.033	    -25.994
  1.70	 4.10	    -23.219	    -26.004
  1.70	 4.20	    -22.008	    -26.211
  1.70	 4.30	    -21.812	    -26.885
  1.70	 4.40	    -21.935	    -27.288
  1.70	 4.50	    -21.955	    -27.633
  1.70	 4.60	    -21.883	    -27.760
  1.70	 4.70	    -21.732	    -27.757
  1.70	 4.80	    -21.527	    -27.627
  1.70	 4.90	    -21.341	    -27.410
  1.70	 5.00	    -21.276	    -26.822
  1.80	 1.00	    -28.403	    -26.079
  1.80	 1.10	    -28.170	    -26.079
  1.80	 1.20	    -27.961	    -26.079
  1.80	 1.30	    -27.769	    -26.079
  1.80	 1.40	    -27.593	    -26.080
  1.80	 1.50	    -27.432	    -26.080
  1.80	 1.60	    -27.285	    -26.080
  1.80	 1.70	    -27.147	    -26.080
  1.80	 1.80	    -27.005	    -26.081
  1.80	 1.90	    -26.842	    -26.081
  1.80	 2.00	    -26.651	    -26.081
  1.80	 2.10	    -26.441	    -26.082
  1.80	 2.20	    -26.233	    -26.082
  1.80	 2.30	    -26.040	    -26.083
  1.80	 2.40	    -25.872	    -26.083
  1.80	 2.50	    -25.729	    -26.084
  1.80	 2.60	    -25.609	    -26.085
  1.80	 2.70	    -25.508	    -26.085
  1.80	 2.80	    -25.423	    -26.086
  1.80	 2.90	    -25.349	    -26.087
  1.80	 3.00	    -25.284	    -26.087
  1.80	 3.10	    -25.225	    -26.088
  1.80	 3.20	    -25.169	    -26.089
  1.80	 3.30	    -25.113	    -26.089
  1.80	 3.40	    -25.051	    -26.090
  1.80	 3.50	    -24.978	    -26.091
  1.80	 3.60	    -24.888	    -26.091
  1.80	 3.70	    -24.777	    -26.092
  1.80	 3.80	    -24.638	    -26.092
  1.80	 3.90	    -24.443	    -26.092
  1.80	 4.00	    -24.079	    -26.090
  1.80	 4.10	    -23.247	    -26.099
  1.80	 4.20	    -22.008	    -26.299
  1.80	 4.30	    -21.812	    -26.985
  1.80	 4.40	    -21.935	    -27.385
  1.80	 4.50	    -21.955	    -27.701
  1.80	 4.60	    -21.883	    -27.787
  1.80	 4.70	    -21.732	    -27.774
  1.80	 4.80	    -21.527	    -27.637
  1.80	 4.90	    -21.341	    -27.413
  1.80	 5.00	    -21.276	    -26.822
  1.90	 1.00	    -28.420	    -26.178
  1.90	 1.10	    -28.188	    -26.179
  1.90	 1.20	    -27.981	    -26.179
  1.90	 1.30	    -27.792	    -26.179
  1.90	 1.40	    -27.620	    -26.179
  1.90	 1.50	    -27.464	    -26.179
  1.90	 1.60	    -27.323	    -26.180
  1.90	 1.70	    -27.190	    -26.180
  1.90	 1.80	    -27.053	    -26.180
  1.90	 1.90	    -26.894	    -26.180
  1.90	 2.00	    -26.706	    -26.181
  1.90	 2.10	    -26.498	    -26.181
  1.90	 2.20	    -26.290	    -26.182
  1.90	 2.30	    -26.096	    -26.182
  1.90	 2.40	    -25.927	    -26.183
  1.90	 2.50	    -25.782	    -26.183
  1.90	 2.60	    -25.661	    -26.184
  1.90	 2.70	    -25.559	    -26.184
  1.90	 2.80	    -25.472	    -26.185
  1.90	 2.90	    -25.398	    -26.185
  1.90	 3.00	    -25.331	    -26.186
  1.90	 3.10	    -25.271	    -26.187
  1.90	 3.20	    -25.214	    -26.187
  1.90	 3.30	    -25.158	    -26.188
  1.90	 3.40	    -25.095	    -26.188
  1.90	 3.50	    -25.022	    -26.189
  1.90	 3.60	    -24.933	    -26.189
  1.90	 3.70	    -24.822	    -26.189
  1.90	 3.80	    -24.683	    -26.190
  1.90	 3.90	    -24.488	    -26.189
  1.90	 4.00	    -24.124	    -26.187
  1.90	 4.10	    -23.274	    -26.195
  1.90	 4.20	    -22.009	    -26.385
  1.90	 4.30	    -21.813	    -27.084
  1.90	 4.40	    -21.935	    -27.481
  1.90	 4.50	    -21.955	    -27.764
  1.90	 4.60	    -21.883	    -27.811
  1.90	 4.70	    -21.732	    -27.787
  1.90	 4.80	    -21.527	    -27.645
  1.90	 4.90	    -21.341	    -27.416
  1.90	 5.00	    -21.277	    -26.822
  2.00	 1.00	    -28.440	    -26.278
  2.00	 1.10	    -28.208	    -26.278
  2.00	 1.20	    -28.003	    -26.278
  2.00	 1.30	    -27.817	    -26.279
